SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
340004,Cash loans,M,N,Y,1,157500.0,143910.0,15399.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.018029,-15080,-7953,-8207.0,-4569,,1,1,0,1,0,0,Laborers,2.0,3,3,MONDAY,10,0,0,0,0,0,0,Industry: type 9,,0.6616519175450849,0.5100895276257282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1481.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
365922,Cash loans,M,Y,Y,2,180000.0,545040.0,26640.0,450000.0,Children,Working,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-13204,-215,-2912.0,-4123,11.0,1,1,0,1,0,0,Drivers,4.0,2,2,THURSDAY,11,0,1,1,0,1,1,Business Entity Type 3,,0.6632459958125329,0.5954562029091491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,-1830.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
294233,Revolving loans,F,N,Y,1,126000.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,House / apartment,0.009175,-7717,-965,-620.0,-155,,1,1,1,1,0,0,Secretaries,2.0,2,2,SATURDAY,20,0,0,0,0,1,1,Construction,,0.33309925103480537,,0.1577,,0.9975,,,0.16,0.1034,0.3333,,,,0.1671,,,0.1607,,0.9975,,,0.1611,0.1034,0.3333,,,,0.1741,,,0.1593,,0.9975,,,0.16,0.1034,0.3333,,,,0.1701,,,,block of flats,0.1442,"Stone, brick",No,0.0,0.0,0.0,0.0,-113.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
396122,Cash loans,F,N,Y,0,112500.0,582228.0,18778.5,486000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-16603,-445,-2387.0,-86,,1,1,0,1,0,0,Sales staff,2.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,Self-employed,,0.5784809853756417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,3.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
431070,Cash loans,F,N,Y,0,54000.0,646920.0,20866.5,540000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018801,-23316,365243,-9388.0,-4179,,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,9,0,0,0,1,0,0,XNA,,0.5091633744429552,0.4014074137749511,0.2598,0.191,0.9876,0.83,0.1723,0.28,0.2414,0.3333,0.375,0.1559,0.2118,0.2679,0.0,0.0,0.2647,0.1982,0.9876,0.8367,0.1738,0.282,0.2414,0.3333,0.375,0.1595,0.2314,0.2792,0.0,0.0,0.2623,0.191,0.9876,0.8323,0.1734,0.28,0.2414,0.3333,0.375,0.1586,0.2155,0.2728,0.0,0.0,reg oper account,block of flats,0.27399999999999997,Panel,No,0.0,0.0,0.0,0.0,-1564.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
206184,Cash loans,F,N,N,1,103500.0,345645.0,16240.5,243000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018029,-11266,-2322,-1356.0,-1485,,1,1,0,1,0,0,Sales staff,3.0,3,3,SUNDAY,6,0,0,0,0,0,0,Business Entity Type 3,0.3808481751016837,0.6231705481230984,,0.2052,,0.9771,,,0.0,0.3448,0.1667,,,,0.1838,,0.0111,0.209,,0.9772,,,0.0,0.3448,0.1667,,,,0.1915,,0.0118,0.2071,,0.9771,,,0.0,0.3448,0.1667,,,,0.1871,,0.0113,,block of flats,0.147,Panel,No,0.0,0.0,0.0,0.0,-416.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
169883,Cash loans,F,N,Y,2,81000.0,127350.0,13842.0,112500.0,"Spouse, partner",Working,Secondary / secondary special,Civil marriage,House / apartment,0.00496,-12428,-1050,-208.0,-4598,,1,1,1,1,0,0,,4.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,Cleaning,,0.7618638987371724,0.7544061731797895,0.034,0.0,0.9757,0.6668,0.0056,0.0,0.1379,0.125,0.1667,0.085,0.0269,0.0317,0.0039,0.0667,0.0347,0.0,0.9757,0.6798,0.0057,0.0,0.1379,0.125,0.1667,0.0869,0.0294,0.0331,0.0039,0.0706,0.0344,0.0,0.9757,0.6713,0.0057,0.0,0.1379,0.125,0.1667,0.0865,0.0274,0.0323,0.0039,0.0681,not specified,block of flats,0.0394,"Stone, brick",No,0.0,0.0,0.0,0.0,-1144.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
430179,Cash loans,F,N,Y,0,112500.0,743031.0,39717.0,688500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-21882,-3387,-173.0,-4821,,1,1,0,1,0,0,Cooking staff,2.0,2,2,WEDNESDAY,10,0,0,0,1,1,0,Trade: type 7,,0.2631435910213423,0.7407990879702335,0.0722,0.0654,0.9786,0.7076,0.0481,0.0,0.1379,0.1667,0.2083,0.083,0.0588,0.0652,0.0,0.0,0.0735,0.0679,0.9786,0.7190000000000001,0.0486,0.0,0.1379,0.1667,0.2083,0.0849,0.0643,0.0679,0.0,0.0,0.0729,0.0654,0.9786,0.7115,0.0484,0.0,0.1379,0.1667,0.2083,0.0844,0.0599,0.0664,0.0,0.0,reg oper account,block of flats,0.0776,"Stone, brick",No,3.0,0.0,3.0,0.0,-2687.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,7.0,1.0,1.0
276917,Cash loans,M,Y,N,0,135000.0,848745.0,46174.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.0105,-10680,-132,-5209.0,-3348,8.0,1,1,0,1,1,0,Drivers,1.0,3,3,FRIDAY,10,0,0,0,0,0,0,Industry: type 11,0.7346819996812639,0.5942634577099091,0.2778856891082046,0.0287,0.1505,0.995,0.8096,0.0167,0.0,0.0828,0.1167,0.2083,0.0259,0.1,0.031,0.0077,0.0005,0.0032,0.1562,0.9975,0.8171,0.0168,0.0,0.0345,0.0833,0.2083,0.0123,0.1093,0.0081,0.0078,0.0,0.0062,0.1505,0.9975,0.8121,0.0168,0.0,0.0345,0.125,0.2083,0.0157,0.1018,0.0153,0.0078,0.0,reg oper account,block of flats,0.0077,"Stone, brick",No,0.0,0.0,0.0,0.0,-2699.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
422122,Cash loans,F,Y,N,0,360000.0,675000.0,32472.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612000000000002,-19062,-6888,-8553.0,-2614,6.0,1,1,1,1,1,0,Private service staff,2.0,2,2,THURSDAY,10,0,0,0,0,0,0,Medicine,,0.5257445754491423,0.3139166772114369,0.1316,0.0996,0.9896,0.8572,0.0492,0.1332,0.1148,0.3608,0.4025,0.0989,0.1065,0.1379,0.0039,0.012,0.084,0.0778,0.9945,0.9281,0.027000000000000003,0.1611,0.1379,0.375,0.4167,0.1004,0.0735,0.127,0.0,0.0,0.1499,0.0998,0.9945,0.9262,0.0431,0.16,0.1379,0.375,0.4167,0.1006,0.1214,0.1416,0.0039,0.0051,reg oper account,block of flats,0.1588,Panel,No,0.0,0.0,0.0,0.0,-987.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
262770,Cash loans,M,Y,Y,0,90000.0,203760.0,21523.5,180000.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.00823,-15671,-683,-5933.0,-2818,8.0,1,1,0,1,0,0,Drivers,2.0,2,2,TUESDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.5187718426184555,0.5937175866150576,0.0649,0.057999999999999996,0.9737,,,0.0,0.1379,0.125,,,,0.0499,,0.0481,0.0662,0.0602,0.9737,,,0.0,0.1379,0.125,,,,0.052000000000000005,,0.051,0.0656,0.057999999999999996,0.9737,,,0.0,0.1379,0.125,,,,0.0508,,0.0492,,block of flats,0.0527,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
297158,Cash loans,F,Y,Y,1,360000.0,639396.0,47934.0,571500.0,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,0.032561,-10924,-628,-5500.0,-3482,2.0,1,1,0,1,1,1,Accountants,3.0,1,1,MONDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.24772396013897285,0.7220555051466889,0.5867400085415683,0.2381,,0.9771,,,0.16,0.1379,0.3333,,0.0913,,0.2244,,0.0068,0.2426,,0.9772,,,0.1611,0.1379,0.3333,,0.0934,,0.2338,,0.0072,0.2405,,0.9771,,,0.16,0.1379,0.3333,,0.0929,,0.2284,,0.006999999999999999,,block of flats,0.17800000000000002,"Stone, brick",No,0.0,0.0,0.0,0.0,-849.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
210133,Cash loans,F,N,Y,0,112500.0,102429.0,6318.0,85500.0,Children,Working,Secondary / secondary special,Single / not married,House / apartment,0.01885,-20022,-683,-4369.0,-3527,,1,1,0,1,0,0,Waiters/barmen staff,1.0,2,2,TUESDAY,12,0,0,0,0,0,0,Restaurant,,0.5866966802527507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1809.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
178149,Revolving loans,M,Y,N,0,157500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.018634,-16119,-978,-8554.0,-4231,0.0,1,1,0,1,0,0,Drivers,2.0,2,2,FRIDAY,12,0,0,0,0,0,0,Business Entity Type 3,,0.4718062398973285,0.38079968264891495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,-255.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
365291,Cash loans,M,Y,N,0,135000.0,225000.0,8613.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.0228,-16986,-2436,-6280.0,-541,12.0,1,1,0,1,0,0,Sales staff,1.0,2,2,FRIDAY,10,0,0,0,0,0,0,Self-employed,0.713494465421827,0.5171229688665256,0.6430255641096323,0.0082,,0.9742,,,,0.0345,0.0417,,0.0103,,0.0068,,,0.0084,,0.9742,,,,0.0345,0.0417,,0.0105,,0.0071,,,0.0083,,0.9742,,,,0.0345,0.0417,,0.0105,,0.0069,,,,block of flats,0.0058,Wooden,No,1.0,0.0,1.0,0.0,-1902.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
373431,Cash loans,M,N,Y,1,540000.0,450000.0,20979.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.015221,-19235,-4809,-6490.0,-2387,,1,1,1,1,0,0,Managers,3.0,2,2,FRIDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.5516615282149901,0.2858978721410488,0.7180328113294772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2496.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
410529,Cash loans,M,Y,Y,1,135000.0,168102.0,18234.0,148500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.003813,-10592,-1041,-1047.0,-3262,6.0,1,1,0,1,0,0,Managers,3.0,2,2,FRIDAY,6,0,0,0,0,0,0,Self-employed,0.1821315889332244,0.6350126420538034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-924.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
257239,Cash loans,M,Y,N,0,225000.0,646920.0,25195.5,540000.0,Family,Working,Secondary / secondary special,Married,Municipal apartment,0.008575,-14351,-1644,-2865.0,-4775,7.0,1,1,1,1,0,0,Drivers,2.0,2,2,FRIDAY,12,0,0,0,0,1,1,Self-employed,,0.6504168301269938,0.3859146722745145,0.1237,0.0727,0.9836,,,0.0,0.069,0.1667,0.0417,,0.1009,0.0649,0.0,0.0,0.1261,0.0755,0.9836,,,0.0,0.069,0.1667,0.0417,,0.1102,0.0676,0.0,0.0,0.1249,0.0727,0.9836,,,0.0,0.069,0.1667,0.0417,,0.1026,0.0661,0.0,0.0,reg oper account,block of flats,0.0584,Panel,No,2.0,1.0,2.0,1.0,-529.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
152412,Cash loans,M,Y,Y,0,202500.0,452385.0,16380.0,373500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.032561,-21967,365243,-2340.0,-3928,5.0,1,0,0,1,1,0,,2.0,1,1,SATURDAY,11,0,0,0,0,0,0,XNA,,0.58032482545015,0.6041125998015721,0.1735,0.1338,0.9851,0.7959999999999999,,0.16,0.1148,0.5275,0.375,0.059000000000000004,,0.1808,,,0.1155,0.0508,0.9861,0.7909,,0.0806,0.0345,0.625,0.375,0.0193,,0.1181,,,0.1145,0.1338,0.9861,0.7987,,0.08,0.0345,0.625,0.375,0.06,,0.11800000000000001,,,reg oper account,block of flats,0.2502,"Stone, brick",No,0.0,0.0,0.0,0.0,-2437.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
366350,Cash loans,F,Y,Y,0,126000.0,316125.0,18954.0,261000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.030755,-12462,-1477,-6408.0,-1235,18.0,1,1,0,1,0,0,Waiters/barmen staff,2.0,2,2,SATURDAY,13,0,0,0,0,1,1,Business Entity Type 3,,0.3601291282945992,0.7826078370261895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1053.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
389917,Cash loans,F,N,N,1,225000.0,269550.0,18234.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,Municipal apartment,0.04622,-10134,-2724,-4325.0,-1801,,1,1,0,1,1,0,Sales staff,3.0,1,1,FRIDAY,11,0,0,0,0,1,1,Business Entity Type 3,,0.2693033153186649,0.511891801533151,0.0825,,0.9841,0.7824,0.0131,0.0,0.2069,0.1667,0.2083,,0.0672,0.0828,0.0,0.0,0.084,,0.9841,0.7909,0.0132,0.0,0.2069,0.1667,0.2083,,0.0735,0.0862,0.0,0.0,0.0833,,0.9841,0.7853,0.0132,0.0,0.2069,0.1667,0.2083,,0.0684,0.0843,0.0,0.0,,block of flats,0.0723,,No,0.0,0.0,0.0,0.0,-898.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
145181,Revolving loans,F,N,N,0,90000.0,202500.0,10125.0,202500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.031329,-17238,-2601,-5041.0,-799,,1,1,0,1,0,0,,1.0,2,2,THURSDAY,7,0,0,0,0,0,0,Business Entity Type 3,0.3719371356190699,0.6635926818710476,0.7209441499436497,0.0825,0.0789,0.9752,0.66,0.0077,0.0,0.1379,0.1667,0.2083,0.0688,0.0672,0.064,0.0,0.0,0.084,0.0819,0.9752,0.6733,0.0077,0.0,0.1379,0.1667,0.2083,0.0704,0.0735,0.0667,0.0,0.0,0.0833,0.0789,0.9752,0.6645,0.0077,0.0,0.1379,0.1667,0.2083,0.07,0.0684,0.0652,0.0,0.0,reg oper account,block of flats,0.0545,Block,No,4.0,0.0,4.0,0.0,-509.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
424946,Cash loans,F,N,Y,1,216000.0,1971072.0,68643.0,1800000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010006,-14498,-371,-347.0,-3967,,1,1,0,1,0,1,Accountants,3.0,2,1,TUESDAY,17,0,0,0,0,0,0,Housing,0.6690757225057322,0.7585553420675059,0.5460231970049609,0.1237,0.0794,0.9796,0.7212,0.0181,0.0,0.2069,0.1667,0.2083,0.0885,0.1009,0.0744,0.0,0.0,0.1261,0.0824,0.9796,0.7321,0.0183,0.0,0.2069,0.1667,0.2083,0.0906,0.1102,0.0775,0.0,0.0,0.1249,0.0794,0.9796,0.7249,0.0183,0.0,0.2069,0.1667,0.2083,0.0901,0.1026,0.0758,0.0,0.0,reg oper account,block of flats,0.0686,Panel,No,3.0,1.0,3.0,0.0,-1742.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
155486,Cash loans,M,Y,N,0,135000.0,163008.0,13009.5,144000.0,Unaccompanied,Commercial associate,Higher education,Separated,House / apartment,0.00702,-17179,-2665,-1959.0,-225,23.0,1,1,0,1,0,0,Laborers,1.0,2,2,TUESDAY,12,0,0,0,0,0,0,Culture,0.5431009064209217,0.4665997634951585,0.4794489811780563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-1597.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
331247,Cash loans,F,Y,Y,0,112500.0,234000.0,25330.5,234000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-10663,-864,-10663.0,-3308,13.0,1,1,1,1,1,0,Sales staff,2.0,2,2,MONDAY,11,0,0,0,0,0,0,Self-employed,0.5532810123449803,0.6493371078244753,0.5937175866150576,0.0722,0.0661,0.9762,,,0.0,0.1379,0.1667,,0.0,,0.0677,,0.0,0.0735,0.0686,0.9762,,,0.0,0.1379,0.1667,,0.0,,0.0705,,0.0,0.0729,0.0661,0.9762,,,0.0,0.1379,0.1667,,0.0,,0.0689,,0.0,,block of flats,0.0574,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,2.0,0.0
263612,Cash loans,M,Y,Y,1,270000.0,669591.0,28278.0,508500.0,Family,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.032561,-16723,-2939,-9010.0,-247,6.0,1,1,0,1,0,0,Laborers,3.0,1,1,THURSDAY,13,0,0,0,0,0,0,Business Entity Type 1,,0.7268440997268655,0.5334816299804352,0.4335,0.1968,0.9891,,,0.36,0.2414,0.4792,,0.0367,,0.3175,,0.1255,0.3855,0.1744,0.9816,,,0.3222,0.1379,0.3333,,0.0375,,0.2686,,0.0028,0.4377,0.1968,0.9891,,,0.36,0.2414,0.4792,,0.0373,,0.3232,,0.1282,,block of flats,0.3256,Monolithic,No,3.0,0.0,3.0,0.0,-1513.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,6.0,0.0,0.0
383380,Cash loans,F,Y,Y,2,315000.0,1006920.0,48573.0,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0228,-12767,-2901,-595.0,-4998,1.0,1,1,0,1,1,0,,4.0,2,2,WEDNESDAY,8,0,0,0,0,0,0,Medicine,,0.585418188865403,0.1777040724853336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-2787.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
316809,Revolving loans,F,N,Y,0,157500.0,315000.0,15750.0,315000.0,Unaccompanied,Pensioner,Higher education,Single / not married,House / apartment,0.007305,-22799,365243,-8834.0,-4810,,1,0,0,1,0,0,,1.0,3,3,FRIDAY,9,0,0,0,0,0,0,XNA,0.8799073661069903,0.7928436586524008,0.6832688314232291,0.1577,0.1141,0.9876,0.83,0.0675,0.2,0.1724,0.3333,0.375,0.2537,0.1286,0.1909,0.0,0.0,0.1607,0.1184,0.9876,0.8367,0.0681,0.2014,0.1724,0.3333,0.375,0.2595,0.1405,0.1989,0.0,0.0,0.1593,0.1141,0.9876,0.8323,0.0679,0.2,0.1724,0.3333,0.375,0.2581,0.1308,0.1943,0.0,0.0,reg oper spec account,block of flats,0.187,Panel,No,0.0,0.0,0.0,0.0,-577.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
186855,Cash loans,F,Y,N,1,175500.0,1724220.0,50544.0,1350000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.01885,-11706,-1114,-4253.0,-411,6.0,1,1,0,1,1,0,Core staff,3.0,2,2,TUESDAY,13,0,0,0,0,1,1,Trade: type 3,,0.7131399057882585,,0.5670000000000001,0.1011,0.9891,0.8504,0.0544,0.0,0.2069,0.1667,,0.079,0.1597,0.0493,1.0,0.1367,0.5777,0.1049,0.9891,0.8563,0.0549,0.0,0.2069,0.1667,,0.0808,0.1745,0.0514,1.0,0.1447,0.5725,0.1011,0.9891,0.8524,0.0547,0.0,0.2069,0.1667,,0.0803,0.1625,0.0502,1.0,0.1396,,block of flats,0.0685,Panel,No,2.0,0.0,2.0,0.0,-2964.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
309591,Cash loans,F,N,Y,0,60750.0,495000.0,21100.5,495000.0,Children,Pensioner,Secondary / secondary special,Married,House / apartment,0.020246,-22136,365243,-7977.0,-5175,,1,0,0,1,0,1,,2.0,3,3,SATURDAY,8,0,0,0,0,0,0,XNA,,0.4973395304885642,0.4471785780453068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,-459.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,2.0
241661,Revolving loans,F,N,Y,0,90000.0,247500.0,12375.0,247500.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.030755,-23073,365243,-13293.0,-4599,,1,0,0,1,0,0,,2.0,2,2,TUESDAY,15,0,0,0,0,0,0,XNA,0.7060968027563072,0.7364351038315075,,0.0722,0.0794,0.9811,0.7416,0.0079,0.0,0.1379,0.1667,0.2083,0.0542,0.0588,0.063,0.0,0.0,0.0735,0.0823,0.9811,0.7517,0.008,0.0,0.1379,0.1667,0.2083,0.0554,0.0643,0.0657,0.0,0.0,0.0729,0.0794,0.9811,0.7451,0.008,0.0,0.1379,0.1667,0.2083,0.0551,0.0599,0.0642,0.0,0.0,reg oper account,block of flats,0.0539,"Stone, brick",No,7.0,4.0,7.0,4.0,-1831.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
